ID,Name,Age,City,Join Date,Salary,Email,Notes,Unnamed: 0
3207,BOB,30,,,-1000,,,83
8187,Ch@rlie,150,NY,1 Jan 2021,fifty thousand,,N/A,14
1477,,,new york,1 Jan 2021,75000,,Good,87
5289,Alic,twenty,delhi,,50000,user@example.com,Good,93
3556,Charlie,45,NY,,120000,user@@example,Good,7
7365,Alic,45,NY,1 Jan 2021,,user@@example,,67
9866,Alic,150,DEL,,,,Good,52
7280,,25,delhi,2021/01/01,fifty thousand,user.com,Excellent!,74
5992,,25,,2021/01/01,120000,user.com,#Special@Char$,53
2229,Alic,twenty,new york,2021-01-01,120000,user@@example,,94
6614,,30,NY,,50000,,Excellent!,13
4271,Ch@rlie,twenty,DEL,,-1000,user.com,,40
1096,Bob,,new york,2021/01/01,fifty thousand,,,61
3795,Ch@rlie,30,,01/01/2021,50000,,#Special@Char$,28
3061,Charlie,twenty,delhi,2021/01/01,,user.com,N/A,59
7625,,30,NY,2021/01/01,75000,,#Special@Char$,33
7041,Alice,150,,,,user@@example,#Special@Char$,92
1232,Charlie,,Delhi,,,,#Special@Char$,33
5744,Ch@rlie,45,Delhi,2021/01/01,,user.com,N/A,36
6697,,150,Delhi,01/01/2021,,user@@example,N/A,28
3932,,30,new york,2021/01/01,,user.com,,93
6411,Ch@rlie,45,,2021-01-01,-1000,user.com,N/A,46
4288,Alic,-5,delhi,,,,,59
9132,Bob,30,,01/01/2021,75000,,,76
6323,Charlie,,Delhi,2021/01/01,,user@@example,#Special@Char$,11
2029,,,Delhi,2021-01-01,75000,user@example.com,Excellent!,34
1828,BOB,25,DEL,2021/01/01,50000,user@example.com,,15
4029,,,Delhi,,,user.com,,52
8046,,-5,NY,2021-01-01,75000,,N/A,84
7503,,twenty,,2021/01/01,fifty thousand,,Excellent!,63
5026,Charlie,-5,NY,1 Jan 2021,,user.com,N/A,98
7873,BOB,25,New York,,-1000,,,38
4738,,twenty,new york,1 Jan 2021,50000,user.com,N/A,39
8909,BOB,-5,delhi,2021/01/01,50000,user.com,N/A,73
7857,BOB,30,NY,2021/01/01,120000,user.com,N/A,48
5896,Alice,twenty,NY,2021/01/01,,,N/A,89
7334,Bob,,DEL,,75000,user.com,#Special@Char$,95
7472,Ch@rlie,30,Delhi,2021-01-01,120000,user@@example,,87
4617,Alice,30,Delhi,01/01/2021,50000,,Excellent!,39
6327,,25,delhi,,50000,user.com,,31
9270,Alice,twenty,delhi,1 Jan 2021,,user.com,,8
9015,BOB,150,Delhi,,,user.com,N/A,80
5201,BOB,,,,-1000,user.com,N/A,37
8247,Charlie,150,new york,2021-01-01,fifty thousand,user@example.com,N/A,25
1034,Alice,25,DEL,1 Jan 2021,120000,,,44
8987,Charlie,-5,,1 Jan 2021,120000,user@example.com,Excellent!,88
4612,Charlie,45,new york,2021/01/01,75000,,,18
2350,Alice,,DEL,,,user.com,,43
3634,Alice,45,New York,2021/01/01,fifty thousand,user@example.com,,36
1598,Ch@rlie,-5,new york,,fifty thousand,,Excellent!,58
1519,,45,DEL,2021/01/01,fifty thousand,user@example.com,,40
8428,,,,1 Jan 2021,120000,,Excellent!,2
8570,Alic,,Delhi,,-1000,,,87
9919,Charlie,,DEL,,50000,user.com,Good,88
3721,Charlie,30,DEL,2021/01/01,75000,,,15
4639,BOB,25,NY,,-1000,,Excellent!,95
2376,Charlie,-5,Delhi,,,,,93
4428,BOB,-5,DEL,,,user.com,,75
7984,Ch@rlie,,NY,,-1000,,Good,55
7020,Alic,25,Delhi,2021/01/01,,user.com,N/A,58
2412,Alic,150,New York,2021/01/01,,user@example.com,,22
6375,BOB,150,Delhi,2021-01-01,120000,user.com,,16
2925,,30,,1 Jan 2021,120000,user.com,,87
4377,BOB,30,,,,user@example.com,,63
8106,,45,DEL,,,user.com,,29
5087,Bob,,NY,2021/01/01,,,,46
4148,Ch@rlie,30,,01/01/2021,120000,user@example.com,N/A,80
9948,Charlie,twenty,new york,2021/01/01,,user@example.com,,87
2914,Bob,,Delhi,1 Jan 2021,120000,user@@example,,92
5170,Charlie,twenty,New York,01/01/2021,50000,user@example.com,N/A,88
2226,Bob,,,,,,,91
2623,,twenty,NY,01/01/2021,,,N/A,47
9943,Alice,25,,,-1000,,,64
3089,Alice,25,,1 Jan 2021,,user.com,Excellent!,21
5626,Bob,45,new york,,fifty thousand,,,5
7554,Bob,twenty,DEL,1 Jan 2021,-1000,user@@example,#Special@Char$,29
3031,Bob,25,,01/01/2021,fifty thousand,user@@example,Good,37
2442,BOB,twenty,New York,2021-01-01,120000,user.com,Excellent!,62
1001,Charlie,,delhi,2021-01-01,fifty thousand,,#Special@Char$,34
5425,Alic,25,delhi,2021/01/01,,user@example.com,#Special@Char$,74
4325,BOB,twenty,New York,2021/01/01,,user@example.com,Excellent!,47
8452,Charlie,-5,Delhi,2021/01/01,,user@@example,,51
9317,Bob,,New York,1 Jan 2021,-1000,user@@example,N/A,65
2022,Ch@rlie,,,,,,Excellent!,14
6435,Bob,-5,,01/01/2021,120000,user@@example,Good,50
7732,BOB,,delhi,,,,,34
3196,Alic,150,DEL,2021-01-01,75000,,,24
2035,,25,delhi,2021-01-01,50000,,#Special@Char$,0
2691,Alic,-5,Delhi,2021/01/01,120000,user@@example,N/A,3
3841,Alice,,DEL,01/01/2021,-1000,user@example.com,,95
4970,,,,2021/01/01,50000,user@example.com,,70
5463,Alice,twenty,,,-1000,,,74
6140,Alic,25,New York,1 Jan 2021,fifty thousand,user@@example,,29
8612,BOB,45,New York,2021-01-01,75000,,N/A,21
4997,BOB,30,,01/01/2021,120000,user@@example,#Special@Char$,98
4929,BOB,,NY,01/01/2021,fifty thousand,user@example.com,,28
9856,Ch@rlie,-5,Delhi,2021/01/01,50000,user.com,N/A,1
8889,Alice,45,,2021-01-01,50000,,#Special@Char$,19
2117,Bob,45,,,-1000,,Good,56
5397,,45,NY,01/01/2021,120000,user@@example,,30
3290,,25,delhi,,,,#Special@Char$,70
9500,Bob,,DEL,2021-01-01,,,#Special@Char$,72
9153,Alic,,DEL,,fifty thousand,user.com,Good,36
1750,BOB,150,New York,1 Jan 2021,-1000,user@example.com,,10
5341,,25,delhi,01/01/2021,50000,user.com,N/A,63
3253,,30,delhi,,75000,user.com,,58
6342,Charlie,25,Delhi,,,user@example.com,,88
9489,BOB,150,New York,01/01/2021,fifty thousand,user@@example,Good,40
3754,BOB,twenty,New York,01/01/2021,,user@example.com,,87
3906,BOB,,,2021/01/01,75000,,,73
7965,BOB,45,Delhi,2021/01/01,,,Good,90
7056,BOB,twenty,delhi,2021-01-01,75000,user@example.com,N/A,11
5140,BOB,150,NY,,-1000,user@example.com,,78
3900,,30,Delhi,1 Jan 2021,75000,user.com,,82
3897,Alic,25,,01/01/2021,fifty thousand,,#Special@Char$,18
8461,,25,delhi,1 Jan 2021,75000,user@@example,,21
9605,,twenty,new york,,120000,,,13
8091,Charlie,30,delhi,,50000,,Good,79
5673,Alic,30,New York,2021/01/01,75000,,N/A,41
3960,BOB,twenty,DEL,,75000,user.com,,20
5617,Ch@rlie,150,Delhi,,75000,user@example.com,N/A,86
8274,Alic,25,New York,2021-01-01,120000,,#Special@Char$,57
5947,Ch@rlie,45,,1 Jan 2021,120000,,,76
3440,,45,New York,,-1000,,N/A,92
4201,Charlie,twenty,delhi,2021-01-01,50000,user@example.com,Good,35
9759,,150,Delhi,,50000,user@example.com,Good,91
6993,Ch@rlie,twenty,delhi,,120000,,#Special@Char$,77
5029,Charlie,twenty,new york,01/01/2021,120000,user.com,,7
5210,Bob,,,2021-01-01,-1000,user@@example,,15
4946,,45,Delhi,2021-01-01,-1000,user@@example,#Special@Char$,34
8143,Alic,150,New York,,fifty thousand,user@example.com,,33
5476,BOB,150,DEL,,fifty thousand,user.com,,59
8912,,,New York,,fifty thousand,,N/A,70
3458,Ch@rlie,,delhi,2021/01/01,,user@@example,#Special@Char$,59
3093,Alice,25,DEL,,50000,,N/A,13
2855,Alice,,DEL,,50000,user.com,Excellent!,8
3022,Bob,,new york,01/01/2021,50000,user.com,N/A,25
4515,Bob,150,NY,,120000,,Excellent!,6
1046,Alice,150,,,75000,,N/A,13
9372,Alic,,New York,2021-01-01,50000,user.com,,53
1324,Bob,150,new york,,fifty thousand,user.com,Good,94
7997,,-5,new york,2021/01/01,,user@example.com,Excellent!,43
7260,Ch@rlie,45,delhi,2021/01/01,,,Excellent!,76
3162,Alic,-5,,1 Jan 2021,50000,user@example.com,,28
7357,Alic,45,new york,,50000,user@example.com,N/A,22
9667,Alice,30,NY,01/01/2021,120000,user@@example,#Special@Char$,35
4070,Ch@rlie,,,2021-01-01,fifty thousand,user@example.com,Good,93
3545,Alice,-5,,2021-01-01,,user@example.com,,2
8632,BOB,,new york,2021/01/01,120000,user@example.com,N/A,29
6985,Charlie,45,new york,2021/01/01,75000,user@@example,N/A,0
7898,,-5,new york,,,user.com,,64
2857,,30,Delhi,2021/01/01,fifty thousand,,Good,38
1710,Ch@rlie,30,delhi,,,user@example.com,N/A,5
4453,,45,DEL,2021-01-01,75000,,N/A,38
7578,Alic,150,NY,1 Jan 2021,,user@example.com,#Special@Char$,11
6962,Ch@rlie,,,,75000,user@example.com,Excellent!,13
3113,BOB,45,,2021/01/01,120000,,,90
8970,BOB,-5,new york,2021/01/01,,user@@example,,81
5947,,-5,Delhi,01/01/2021,,user@@example,Good,91
5092,,25,,,50000,,N/A,19
6218,,30,,2021/01/01,fifty thousand,user.com,,7
8177,Ch@rlie,,New York,,75000,user@@example,Good,65
4305,,25,Delhi,01/01/2021,fifty thousand,,Excellent!,22
3475,Bob,,new york,,50000,user@example.com,N/A,21
3451,,twenty,,01/01/2021,50000,user.com,N/A,9
3024,Charlie,25,NY,,120000,user@example.com,,98
8579,BOB,45,,2021-01-01,-1000,,Good,54
8485,,45,New York,2021-01-01,-1000,user@@example,,78
5366,BOB,45,,01/01/2021,,user.com,Good,69
3885,,25,,,,user@example.com,#Special@Char$,64
2916,BOB,,,,50000,user@@example,N/A,21
8213,,150,New York,,,user@@example,N/A,82
8439,Bob,150,Delhi,2021/01/01,-1000,user.com,N/A,67
3631,BOB,twenty,NY,2021-01-01,,user@example.com,N/A,84
4437,,25,,2021/01/01,fifty thousand,user.com,,95
3973,,,NY,01/01/2021,120000,user@example.com,,83
5569,,,delhi,01/01/2021,50000,,Good,31
5748,BOB,150,New York,01/01/2021,120000,user.com,Good,90
5873,Alice,30,delhi,2021-01-01,,,#Special@Char$,14
2173,Alic,-5,,1 Jan 2021,-1000,user@@example,Excellent!,12
6601,Ch@rlie,25,,,50000,,Excellent!,62
6584,Bob,,DEL,,120000,,,59
3442,Alice,-5,DEL,,,,#Special@Char$,43
8282,,twenty,NY,2021-01-01,75000,user@example.com,,3
8300,Ch@rlie,45,DEL,2021/01/01,,user.com,N/A,24
2668,Charlie,30,NY,2021-01-01,,user@example.com,Good,91
6228,,150,new york,2021/01/01,120000,user.com,,30
8397,Charlie,twenty,new york,1 Jan 2021,-1000,user@example.com,,83
2404,,25,new york,1 Jan 2021,-1000,user@example.com,,45
5390,,,,2021/01/01,,user@example.com,,61
8560,Charlie,,DEL,2021-01-01,120000,user@@example,Excellent!,54
8248,,45,NY,,fifty thousand,,,10
3485,Charlie,30,delhi,1 Jan 2021,,,Good,75
7739,BOB,25,,,120000,,,82
1158,Ch@rlie,30,delhi,1 Jan 2021,-1000,,,92
4120,Charlie,25,,1 Jan 2021,-1000,,Excellent!,100
5303,,,delhi,2021-01-01,120000,,N/A,46
9066,Alice,30,NY,,fifty thousand,,N/A,19
7488,Alic,150,,,75000,user@example.com,N/A,49
8780,,,DEL,01/01/2021,120000,user.com,N/A,61
2685,BOB,twenty,,01/01/2021,120000,user.com,N/A,97
3575,,twenty,NY,,fifty thousand,,,69
3481,,-5,new york,01/01/2021,fifty thousand,user@example.com,N/A,55
2208,Alice,45,New York,,75000,,,55
1950,Charlie,-5,NY,1 Jan 2021,,user.com,Good,96
7240,Charlie,45,NY,2021/01/01,-1000,user@@example,Excellent!,86
8015,Ch@rlie,25,Delhi,,,user@@example,#Special@Char$,64
1043,Bob,150,New York,,fifty thousand,user.com,Excellent!,66
6404,BOB,150,new york,01/01/2021,,user.com,Good,58
4714,BOB,45,New York,,75000,,,23
8840,Ch@rlie,,,,fifty thousand,,Excellent!,44
5331,Ch@rlie,twenty,Delhi,2021-01-01,,user@example.com,,26
2684,,30,DEL,2021/01/01,,user@example.com,,28
2336,BOB,45,,2021/01/01,,,#Special@Char$,56
3608,Alice,-5,delhi,,50000,user@@example,N/A,70
5300,Bob,45,new york,,120000,user@@example,,23
3175,Charlie,-5,Delhi,2021-01-01,120000,user@example.com,N/A,25
4948,Alic,,delhi,,50000,,,60
1504,Alic,-5,,01/01/2021,fifty thousand,user@@example,#Special@Char$,80
2586,Ch@rlie,,Delhi,1 Jan 2021,-1000,user@@example,Good,16
3205,Ch@rlie,,,2021-01-01,120000,,#Special@Char$,32
6281,,45,DEL,1 Jan 2021,75000,user@@example,,0
5081,,25,DEL,01/01/2021,75000,,Good,47
4153,Alice,150,New York,,75000,,#Special@Char$,48
8753,Alice,25,,,120000,user@@example,,96
6041,BOB,25,,1 Jan 2021,50000,user.com,#Special@Char$,28
7911,Bob,twenty,Delhi,1 Jan 2021,-1000,user.com,N/A,34
2677,Alice,twenty,NY,2021-01-01,120000,user.com,N/A,82
2600,Charlie,,,,,,N/A,60
7859,Charlie,30,,,-1000,,N/A,42
7322,,,NY,,,,,41
9922,Ch@rlie,,new york,2021-01-01,,user@@example,N/A,46
8391,Alice,twenty,Delhi,2021/01/01,fifty thousand,user@example.com,N/A,41
5781,,,DEL,2021/01/01,,user@example.com,N/A,52
9446,Bob,150,new york,1 Jan 2021,,,#Special@Char$,22
5959,,30,,,,user@@example,,74
1517,Alice,,delhi,2021-01-01,-1000,user.com,,20
4490,Alic,25,NY,2021/01/01,,,Excellent!,12
1872,Alice,,NY,01/01/2021,,user@example.com,,65
7566,Charlie,25,Delhi,,120000,,N/A,74
6272,,,Delhi,2021/01/01,,,#Special@Char$,53
4452,Alic,45,delhi,01/01/2021,120000,,,14
9741,BOB,twenty,New York,01/01/2021,120000,user.com,#Special@Char$,8
9086,,45,delhi,,-1000,user.com,,84
3743,,,Delhi,01/01/2021,,,Excellent!,75
2951,Bob,twenty,NY,,-1000,user.com,Excellent!,76
5831,,150,delhi,01/01/2021,,,,34
9457,Charlie,,delhi,01/01/2021,-1000,user@example.com,Good,32
7264,,-5,delhi,1 Jan 2021,50000,,#Special@Char$,68
8125,Alice,150,new york,1 Jan 2021,120000,,,56
1582,BOB,,,1 Jan 2021,75000,user@example.com,,29
8843,Bob,twenty,,2021-01-01,120000,,Excellent!,83
2425,Alic,-5,delhi,,,user.com,Good,72
5807,Charlie,-5,,01/01/2021,-1000,user@example.com,Excellent!,83
2052,,45,New York,,,,#Special@Char$,4
3949,Ch@rlie,,Delhi,01/01/2021,,user@@example,N/A,45
6502,Alice,45,Delhi,,120000,user.com,N/A,78
6764,,30,NY,01/01/2021,,user@@example,Excellent!,74
1468,Charlie,,New York,,120000,user@example.com,Excellent!,15
3768,Bob,-5,New York,2021-01-01,,user.com,N/A,91
8301,Charlie,25,NY,,-1000,user@example.com,,52
3276,,-5,NY,,fifty thousand,,N/A,62
4643,,twenty,DEL,2021/01/01,50000,user@example.com,Excellent!,85
1813,Bob,-5,new york,1 Jan 2021,fifty thousand,user.com,,67
1058,Bob,twenty,new york,01/01/2021,fifty thousand,user@@example,Good,89
6053,Ch@rlie,30,delhi,2021/01/01,-1000,,#Special@Char$,36
4734,Ch@rlie,25,Delhi,1 Jan 2021,,user@example.com,Excellent!,94
8268,Alice,45,Delhi,2021-01-01,50000,user@example.com,#Special@Char$,19
7407,Ch@rlie,30,New York,2021-01-01,fifty thousand,,,26
5979,,,DEL,2021/01/01,,user.com,Excellent!,21
7114,Alic,,Delhi,01/01/2021,fifty thousand,user@@example,,68
2146,Alic,25,new york,,50000,,#Special@Char$,67
4020,,,DEL,1 Jan 2021,75000,user@example.com,,41
2369,Charlie,25,new york,,50000,user.com,,50
1915,Ch@rlie,25,DEL,01/01/2021,fifty thousand,user@example.com,#Special@Char$,43
5945,Alice,,,01/01/2021,50000,user@@example,N/A,30
3732,,25,delhi,,,,Excellent!,57
2833,Ch@rlie,25,Delhi,,120000,user.com,#Special@Char$,76
6626,,25,,01/01/2021,fifty thousand,user@@example,,14
5754,,twenty,,2021-01-01,75000,user@example.com,,47
9061,BOB,twenty,,2021-01-01,,user.com,Good,66
1841,Charlie,-5,DEL,1 Jan 2021,-1000,,,80
1520,Bob,,New York,1 Jan 2021,fifty thousand,,,21
7947,Charlie,45,new york,2021/01/01,50000,user@@example,N/A,25
1762,Alic,25,,2021/01/01,75000,,Good,20
8105,Alic,,Delhi,,120000,,,82
1138,Bob,150,delhi,2021-01-01,120000,,,81
5910,,-5,Delhi,1 Jan 2021,50000,user.com,N/A,55
8212,Ch@rlie,,new york,,75000,user@@example,,53
7049,,twenty,DEL,,75000,,Good,51
5930,,,delhi,1 Jan 2021,,user@example.com,Good,82
2869,,30,Delhi,,,,#Special@Char$,21
4433,Ch@rlie,twenty,Delhi,1 Jan 2021,,user@example.com,N/A,9
2813,,,delhi,1 Jan 2021,-1000,user.com,Excellent!,73
8391,Bob,45,DEL,01/01/2021,120000,user@@example,#Special@Char$,1
7120,Alice,twenty,DEL,,50000,,,60
7921,,30,,01/01/2021,120000,,,78
4385,Bob,150,,1 Jan 2021,50000,user@@example,N/A,97
7293,,30,,01/01/2021,120000,,,30
7649,BOB,150,Delhi,01/01/2021,,user.com,,67
4878,,twenty,New York,,75000,,Excellent!,58
4050,Bob,,New York,01/01/2021,120000,user@@example,N/A,77
7641,Bob,45,new york,1 Jan 2021,-1000,user.com,Good,19
6864,Alic,30,delhi,01/01/2021,50000,,N/A,24
5489,Alic,25,,01/01/2021,50000,,,73
9740,Bob,,DEL,1 Jan 2021,fifty thousand,user@example.com,,75
6301,Charlie,,Delhi,1 Jan 2021,120000,user@@example,N/A,10
5566,Alice,twenty,New York,2021-01-01,75000,user.com,Good,94
3296,,30,,01/01/2021,120000,,,24
3803,Bob,25,new york,1 Jan 2021,50000,,Excellent!,58
2615,BOB,25,NY,2021/01/01,,user@example.com,Good,13
1107,,150,DEL,,,,Excellent!,85
4289,Charlie,,NY,,50000,user@example.com,,61
1058,Alice,twenty,,01/01/2021,,,Good,84
9810,Charlie,,,,120000,user@@example,Excellent!,46
2124,Ch@rlie,,delhi,,,user@example.com,N/A,80
7132,,-5,new york,1 Jan 2021,-1000,,Good,5
2696,BOB,,,1 Jan 2021,,,Good,65
9938,Alice,,Delhi,,120000,,#Special@Char$,86
5813,Alic,150,New York,2021-01-01,120000,,#Special@Char$,77
1237,Ch@rlie,twenty,DEL,,50000,,,9
5415,Ch@rlie,,DEL,2021/01/01,,user@example.com,#Special@Char$,87
3697,Charlie,30,New York,,120000,user@example.com,#Special@Char$,23
7381,BOB,,,,fifty thousand,user@example.com,Good,23
6891,Alic,45,DEL,01/01/2021,fifty thousand,user@example.com,,16
6832,Bob,twenty,DEL,,fifty thousand,user@example.com,,58
1602,Alice,-5,New York,,,user@@example,,78
2229,Alic,twenty,new york,2021-01-01,120000,user@@example,,94
7535,Bob,45,Delhi,1 Jan 2021,fifty thousand,user.com,Good,52
1079,BOB,25,Delhi,,50000,,,83
8521,Ch@rlie,25,Delhi,1 Jan 2021,120000,,,56
7418,Ch@rlie,,New York,2021-01-01,,user@example.com,Excellent!,45
2249,Charlie,45,NY,,,user@example.com,,71
2011,Charlie,45,DEL,,,,Excellent!,82
7798,,,NY,01/01/2021,50000,,#Special@Char$,60
1897,,25,,,fifty thousand,user@@example,,21
5843,,,Delhi,2021/01/01,75000,user@example.com,Excellent!,73
5970,Ch@rlie,25,,2021/01/01,50000,user@@example,Excellent!,66
5731,BOB,-5,delhi,2021-01-01,fifty thousand,user@@example,Excellent!,27
6104,Alic,twenty,,,,user.com,Good,3
7436,BOB,-5,New York,2021/01/01,,user@example.com,Good,70
6909,Charlie,30,,2021-01-01,120000,user@example.com,Good,72
3972,Alice,twenty,delhi,1 Jan 2021,,user@example.com,Excellent!,13
8317,Alic,25,delhi,2021/01/01,-1000,user.com,#Special@Char$,16
2195,BOB,-5,New York,,120000,,Excellent!,12
6189,BOB,twenty,delhi,2021-01-01,,user.com,#Special@Char$,51
8720,,25,Delhi,01/01/2021,fifty thousand,user@@example,,4
6113,Charlie,,new york,,50000,user@@example,Excellent!,7
9991,Bob,,Delhi,1 Jan 2021,120000,,Excellent!,44
3941,Bob,-5,New York,01/01/2021,fifty thousand,user.com,Good,49
6119,Ch@rlie,,DEL,2021-01-01,75000,user@example.com,N/A,80
9907,Alice,,Delhi,2021-01-01,,user@@example,Good,79
9245,Ch@rlie,30,New York,,75000,user@example.com,,20
5028,Ch@rlie,150,DEL,,75000,user.com,Excellent!,85
1190,,,New York,,50000,,Excellent!,61
1513,Alice,-5,,,-1000,user@example.com,Excellent!,13
5206,BOB,150,Delhi,,75000,,,33
1745,,,NY,,,user@example.com,,2
6971,Alic,150,NY,2021/01/01,,user.com,#Special@Char$,30
3903,Alic,30,Delhi,,120000,,Good,31
1589,Alice,30,Delhi,,fifty thousand,user@example.com,,3
8135,BOB,,delhi,,50000,user.com,,51
3389,,,New York,,50000,user@example.com,#Special@Char$,50
3890,BOB,30,delhi,01/01/2021,50000,user.com,,66
2229,,,New York,,,,N/A,98
4490,Alic,,NY,2021-01-01,75000,user.com,,71
4090,Alic,25,,1 Jan 2021,fifty thousand,user@example.com,,75
1864,Alic,,delhi,,,,,1
3137,,,delhi,,-1000,,,7
7551,,30,,2021/01/01,120000,,Excellent!,48
3101,,25,,,,,#Special@Char$,20
2045,,twenty,DEL,2021/01/01,50000,user.com,,33
9906,Alic,150,NY,2021-01-01,-1000,user@example.com,Good,82
1136,Alice,,delhi,1 Jan 2021,,,N/A,21
6978,BOB,twenty,New York,1 Jan 2021,75000,user.com,N/A,36
1654,Alice,twenty,delhi,01/01/2021,-1000,,Excellent!,54
6047,Alic,150,delhi,2021-01-01,120000,,N/A,5
2641,,25,NY,2021-01-01,,user@example.com,Good,13
4630,Alic,twenty,DEL,2021-01-01,,user.com,#Special@Char$,45
2369,,25,delhi,,120000,,,23
9054,Alice,25,Delhi,,-1000,,N/A,52
3539,Charlie,30,NY,2021/01/01,,,Good,31
3384,Alic,45,,01/01/2021,50000,user@@example,Good,67
9717,,,New York,,,user@@example,Excellent!,46
4767,Bob,150,DEL,,fifty thousand,,Good,43
4937,,twenty,new york,1 Jan 2021,,user@example.com,,85
6181,,twenty,delhi,2021/01/01,,user@@example,Excellent!,11
4212,BOB,25,,2021-01-01,fifty thousand,user@example.com,Excellent!,71
3194,Bob,twenty,new york,01/01/2021,,user@@example,N/A,87
6435,Charlie,twenty,,2021-01-01,fifty thousand,,,85
9088,Ch@rlie,twenty,New York,2021/01/01,,user@example.com,Excellent!,13
8970,,25,NY,1 Jan 2021,50000,user.com,,43
7813,Charlie,150,DEL,,-1000,user@@example,Good,59
7460,Charlie,25,,01/01/2021,,user@example.com,,33
9031,Ch@rlie,twenty,,1 Jan 2021,50000,,Excellent!,21
1745,Bob,,,2021-01-01,120000,,#Special@Char$,37
1519,,twenty,delhi,01/01/2021,,user@example.com,Good,92
6992,Alice,twenty,NY,,fifty thousand,,Good,31
7678,Ch@rlie,150,,2021-01-01,50000,,Excellent!,82
3001,Alice,,new york,2021/01/01,-1000,user@@example,,88
2871,Ch@rlie,30,,,,,N/A,29
3003,Alic,25,,2021-01-01,50000,user@@example,N/A,88
4087,Alice,-5,delhi,,-1000,user@example.com,Good,71
5019,,twenty,NY,,-1000,user.com,,91
3340,Bob,150,New York,,50000,user.com,,0
2867,Alice,twenty,DEL,,50000,user.com,,46
6940,Alic,150,,01/01/2021,120000,user@@example,,23
9161,BOB,twenty,,2021-01-01,-1000,user@@example,#Special@Char$,53
9276,BOB,-5,DEL,,fifty thousand,user@example.com,,30
5256,BOB,twenty,delhi,2021-01-01,50000,,Good,44
6084,Bob,45,,,50000,,#Special@Char$,89
4695,,,delhi,1 Jan 2021,50000,user@example.com,#Special@Char$,58
5514,Alic,,,,120000,,Good,21
6387,Alic,,Delhi,,,user.com,N/A,2
5413,Alice,twenty,New York,,,user@example.com,#Special@Char$,3
8695,Alice,twenty,New York,,,user@example.com,Excellent!,78
1834,BOB,twenty,delhi,2021-01-01,fifty thousand,user@example.com,Good,60
3858,Alice,twenty,,2021/01/01,120000,user.com,,9
2031,Bob,45,new york,1 Jan 2021,fifty thousand,,Excellent!,55
2522,Alic,-5,,1 Jan 2021,120000,,Excellent!,15
7242,,-5,new york,,120000,,Good,3
4611,BOB,-5,Delhi,2021/01/01,,user.com,,39
2483,BOB,,DEL,1 Jan 2021,,user@@example,N/A,75
4254,,-5,,,,,Excellent!,30
7911,Bob,-5,New York,2021-01-01,fifty thousand,,Excellent!,33
6828,Ch@rlie,-5,,1 Jan 2021,50000,,,90
2646,Charlie,25,delhi,2021/01/01,120000,user@example.com,#Special@Char$,52
1022,BOB,,DEL,1 Jan 2021,fifty thousand,user@@example,#Special@Char$,16
9196,Charlie,-5,,01/01/2021,120000,user@example.com,Excellent!,61
6139,,twenty,DEL,2021/01/01,120000,user.com,Excellent!,98
4506,,,,,,user@@example,N/A,32
4216,Charlie,,DEL,2021-01-01,,,,30
8191,BOB,45,,,75000,user.com,N/A,13
5558,Bob,30,delhi,2021/01/01,,user@@example,Good,65
2874,,30,New York,2021/01/01,120000,,Good,56
9576,Bob,45,DEL,2021/01/01,,user@example.com,#Special@Char$,99
3725,Bob,-5,,,fifty thousand,user@@example,#Special@Char$,31
3798,,45,new york,2021-01-01,50000,user@@example,Good,72
9189,Alice,-5,,2021/01/01,-1000,,Excellent!,97
8469,,150,,1 Jan 2021,,user@@example,N/A,14
1449,Ch@rlie,30,New York,1 Jan 2021,,,#Special@Char$,1
3664,Alice,45,delhi,,75000,user@example.com,#Special@Char$,85
8496,Charlie,,Delhi,2021-01-01,75000,,#Special@Char$,39
3440,Ch@rlie,45,,,75000,user@@example,Good,59
7363,Alice,25,DEL,1 Jan 2021,75000,,,12
2895,Ch@rlie,,delhi,1 Jan 2021,,user@example.com,N/A,35
2599,,twenty,New York,01/01/2021,-1000,,Good,71
1042,,,NY,,-1000,user@@example,Excellent!,27
2560,Alice,25,Delhi,2021-01-01,120000,user.com,#Special@Char$,69
3041,,,New York,,,user@example.com,,57
2329,Charlie,150,Delhi,2021-01-01,75000,user@example.com,,51
9308,Ch@rlie,25,delhi,,-1000,user@example.com,#Special@Char$,15
2514,Alice,30,,2021/01/01,120000,,Excellent!,73
6820,BOB,150,DEL,,-1000,,Good,73
5770,,30,,01/01/2021,-1000,user@example.com,,83
9755,Ch@rlie,150,new york,2021/01/01,,user@example.com,#Special@Char$,12
7358,Ch@rlie,45,New York,2021/01/01,120000,,N/A,4
8612,,45,delhi,,75000,user@example.com,Good,80
5422,Ch@rlie,-5,new york,,120000,user@@example,N/A,79
3476,Alic,25,,2021/01/01,,,,17
8718,Bob,,new york,2021/01/01,,,,81
9011,,-5,delhi,01/01/2021,,,,80
9664,Alice,,new york,,,,,88
1310,Charlie,45,DEL,,75000,user@@example,,18
5930,,,delhi,1 Jan 2021,,user@example.com,Good,82
8239,BOB,twenty,Delhi,01/01/2021,-1000,user.com,N/A,14
5175,Charlie,twenty,,2021-01-01,fifty thousand,user.com,,89
9246,Bob,twenty,New York,2021-01-01,120000,,,82
3344,,,delhi,2021/01/01,,user@@example,#Special@Char$,53
1828,Alice,150,delhi,,fifty thousand,user@@example,,52
5715,Ch@rlie,-5,New York,1 Jan 2021,-1000,user@@example,Good,35
